Day,Month,Year,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20,F_21,F_22,F_23,F_24,F_25,F_26,F_27,F_28,F_29,F_30,F_31,F_32,F_33,F_34,F_35,F_36,F_37,F_38,F_39,F_40,F_41,F_42,F_43,F_44,F_45,F_46,F_47,F_48,F_49,F_50,F_51,F_52,F_53,F_54,F_55,F_56,F_57,F_58,F_59,F_60,F_61,F_62,F_63,F_64,F_65,F_66,F_67,F_68,F_69,F_70,F_71,F_72,F_73,F_74,F_75,F_76,F_77,F_78,F_79,F_80,F_81,F_82,F_83,F_84,F_85,F_86,F_87,F_88,F_89,F_90,F_91,F_92,F_93,F_94,F_95,F_96,F_97,F_98,F_99,F_100
16,Apr,2020,16973.32,9.67E-05,95.2,0.1018,0.06322,0.1959,1.37E+11,20046619291,1143455.09,0.003596,164941044.6,5983.93,46759.84,37947576.72,575777.17,510.81,4457792.46,0.00426,0.1935,504796.54,1.34E-05,2757242778,31179.87,227.62,8121041.11,119533.8,1622952283,0.0006322,0.0003625,7.7301,27692039.22,64063.02,189348.15,31056.21,14.43,0.0003291,0.54,4.64E-05,0.08508,389456145.7,28070210.09,0.5532,1040.92,5.2614,91644.55,3.6025,93239.76,0.05131,0.0005022,116850270.5,4.82E-05,0.008822,856399.01,0.001475,347928449.8,0.0002602,1262399525,3567.77,28991854529,283987.18,0.2139,1.98E+11,39056.28,4192.86,300317988.1,949883428.2,15873.79,1693924362,765.63,0.0005067,31712706954,0.05006,32.82,10533.05,114.21,3758673267,107322805.2,432.65,0.0002427,0.003048,16211204.21,1316548.92,10642869222,477884,378.25,293.81,0.005486,3224993.32,944.67,1033006.42,1364743.65,12630423153,5282944.16,0.1315,241.51,0.3004,2.4468,0.02842,0.117,0.08299
17,Apr,2020,16924.64,9.56E-05,95.75,0.1011,0.06351,0.1978,1.37E+11,20174537574,1137763.92,0.003547,164456053,5975.96,46600.26,38638396.41,574858.06,505.21,4427534.01,0.004196,0.1933,510391.96,1.32E-05,2877168345,31339.71,228.72,8135461.93,119094.51,1656511240,0.000631,0.0003608,7.7003,28099595.78,63941.65,191233.44,31200.3,14.44,0.0003243,0.5364,4.65E-05,0.08541,395629221.3,27994385.56,0.5499,1035.73,5.2058,91565.48,3.6497,91595.06,0.05159,0.0004975,118852381.2,4.80E-05,0.008924,850638.15,0.001461,351851504,0.0002603,1248318434,3590.6,29070924559,283520.49,0.2117,1.99E+11,38871.84,4212.37,300245794,953812971.8,15956.93,1702798760,767.67,0.0005039,31633577910,0.04983,33.4,10697.49,114.68,3809833167,108194555,443.34,0.000247,0.00304,16405303.33,1313346.84,10710492985,474193.89,379.14,293.95,0.005396,3233313.42,941.57,1020454.56,1362417.68,12772166960,5414967.17,0.132,238.47,0.2972,2.4419,0.02836,0.1171,0.08377
18,Apr,2020,16590.57,9.52E-05,96.07,0.1009,0.06415,0.1994,1.37E+11,20606146386,1155137.57,0.003588,166239528.9,6111.09,46235.11,39325963.18,581814.87,507.95,4496891.76,0.004133,0.1972,513572.97,1.34E-05,2863535026,31625.2,227.63,8196397.48,118734.69,1676981077,0.0006338,0.0003607,7.6389,28704120.84,66244.46,192008.94,31073.13,14.34,0.0003274,0.5388,4.63E-05,0.0844,395226379.8,28377457.75,0.5619,1040.28,5.1189,91318.31,3.6948,95159.22,0.05131,0.0004951,117966596.9,4.77E-05,0.008974,860991.63,0.001465,354532937,0.0002565,1271231088,3587.13,29435677693,286432.39,0.2132,1.95E+11,39031.03,4184.63,300620994.6,959351275.9,15839.36,1723802549,763.93,0.0005104,32108450462,0.04949,33.08,10560.35,113.9,3803730594,107107211.5,446.37,0.0002522,0.003089,16290058.72,1338596.33,10763169579,474174,378.61,296.32,0.005308,3266328.61,952.53,1018764.97,1373204.2,12940144896,5522884.78,0.1304,238.81,0.2969,2.4318,0.02814,0.1168,0.083
19,Apr,2020,16548.28,9.48E-05,96.38,0.1019,0.06363,0.2017,1.39E+11,20832112229,1150816.15,0.003598,166213587.3,6084.66,46725.4,39270188.46,582832.4,511.53,4504211.49,0.004098,0.1988,517894.24,1.35E-05,2936411252,31634.97,226.55,8208924.98,118480.39,1677377572,0.0006329,0.000361,7.6316,29149577.91,66915.27,190388.57,31240.32,14.4,0.0003288,0.5399,4.57E-05,0.08513,398962389.9,28287897.37,0.5614,1041.72,5.0659,92529.58,3.7606,96035.36,0.05103,0.0004903,117904138.6,4.78E-05,0.009101,866228.59,0.001466,356796700.3,0.0002572,1281978486,3587.19,29794551010,285530.57,0.212,1.97E+11,39638.72,4139.09,301172146.3,964593453.4,15755.9,1739824144,770.25,0.0005072,32909390940,0.0495,32.59,10732.37,113.47,3827386346,107621818.3,453.26,0.000257,0.003101,16276144.15,1345977.71,10644848319,471009.36,376.08,295.93,0.005277,3238670.64,952.61,1023191.88,1352715.58,12957746056,5620630.53,0.1296,239.49,0.2962,2.4292,0.02828,0.1162,0.08141
20,Apr,2020,16621.29,9.40E-05,96.78,0.1006,0.06238,0.2058,1.41E+11,21150365894,1150131.25,0.003551,165676415.7,6172.75,47244.54,39320760.08,589203.98,506.56,4441160.44,0.00409,0.2014,530598.95,1.31E-05,2934589363,32203.43,227.79,8323457.33,117333.2,1702367293,0.0006324,0.0003575,7.7687,29156754.93,65924.08,189776.26,31517.14,14.53,0.0003248,0.5385,4.54E-05,0.08561,403362392.2,28074924.79,0.5538,1032.58,5.0366,93182.48,3.7862,93754.42,0.05083,0.0004929,120185173.5,4.75E-05,0.009051,859000.73,0.001445,359100606.8,0.0002579,1291546668,3564.65,30140378455,283438.29,0.209,2.00E+11,39769.32,4174.48,305076826.5,972175211.1,16038.81,1728971264,775.26,0.0005136,32569029378,0.04857,33.24,10876.04,112.58,3865753362,109170823.8,454.59,0.0002606,0.003099,16563863.36,1373536.47,10711597444,472721.73,374.3,297.09,0.005266,3258507.66,930.24,1017250.04,1366332.56,13157584250,5704598.98,0.1305,239.09,0.2907,2.4151,0.02824,0.1147,0.08131
21,Apr,2020,15908.43,9.37E-05,98.68,0.1013,0.06272,0.2067,1.41E+11,21260401935,1165317.06,0.003533,171911872.5,6287.06,46946.09,39578779.26,592474.7,507.84,4570247.75,0.004139,0.2089,539885.85,1.35E-05,2849306896,32866.03,230.44,8361570.55,117140,1712199048,0.0006346,0.0003586,7.6682,29888594.9,68603.32,188695.08,31768.77,14.28,0.0003317,0.5485,4.62E-05,0.08585,404196396.5,28907825.92,0.5643,1052.03,5.0046,93834.79,3.8237,101099.61,0.05062,0.0004791,118239190.9,4.77E-05,0.008971,885745.99,0.001455,359405099.8,0.0002455,1331437415,3562.78,29726520746,285421.58,0.2146,1.96E+11,40480.66,4136.06,306265360.2,962941766.5,15364.9,1756193401,763.43,0.0005149,33757661353,0.04881,31.91,10562.15,110.16,3783301644,109915475.3,460.8,0.000262,0.003146,16307960.73,1409204.43,10984532571,473941.25,366.94,299.39,0.005239,3327292.44,932.85,1040053.78,1372377.65,13143787245,5794173.36,0.1238,237.49,0.2986,2.3992,0.0283,0.1154,0.08057
1,May,2020,16024.19,9.27E-05,98.2,0.102,0.06212,0.2058,1.41E+11,21245031238,1167939.97,0.003523,172234897.5,6399.01,47286.5,39311264.64,591970.42,509.33,4561584.9,0.004112,0.2086,545775.97,1.35E-05,2888483438,32620.62,230.15,8376439.59,117739.77,1715468505,0.000636,0.0003627,7.6335,29881506.37,68816.49,187130.83,31613.47,14.25,0.0003299,0.5441,4.59E-05,0.0845,405826911.8,29183190.68,0.5639,1038.02,4.9537,94721.08,3.8237,102163.56,0.05003,0.0004734,118391074.9,4.74E-05,0.008938,891151.77,0.001435,362552434.2,0.0002446,1332599228,3531.18,30273737303,287292.61,0.2181,2.00E+11,40484.74,4154.51,303073965.2,974583612.8,15165.8,1742783615,768.31,0.0005195,34176774234,0.0486,31.66,10567.69,110.08,3849055864,110540933.2,461.85,0.0002596,0.003149,16425767.55,1407875.93,10989723655,471413.39,363.89,301.43,0.005245,3334440.54,927.31,1037464.05,1390594.95,13169935853,5828244.31,0.1239,236.83,0.3006,2.3607,0.028,0.1137,0.0811
2,May,2020,15941.48,9.14E-05,97.1,0.1029,0.06246,0.2042,1.42E+11,21385562098,1195308.07,0.003527,175805808.5,6475.73,47236.22,39112034.52,600841.75,512.22,4564093.39,0.004067,0.2073,546016.16,1.36E-05,2851381107,32779.28,231.15,8509922.18,117897.04,1723985542,0.0006371,0.0003632,7.5189,29928183.51,69703.92,188345.52,31975.81,14.07,0.0003333,0.5468,4.59E-05,0.08396,404025363.4,29684803.17,0.5644,1059.34,4.957,95487.28,3.7627,105152.77,0.05011,0.0004634,118715160.8,4.66E-05,0.008754,898831.02,0.001441,360608120.7,0.0002413,1349660187,3558.15,30655039971,289627.06,0.221,1.98E+11,40474.17,4126.66,304108151.2,968414361,14833.2,1766070755,763.25,0.0005133,34521957773,0.04884,30.87,10503.2,109.82,3824707992,109723626.5,457.38,0.0002601,0.003155,16417378.03,1415184.13,11125271487,470329.3,362.59,303.18,0.005239,3357614.4,932.61,1045712.47,1396031.46,13031290201,5989370.38,0.1218,236.25,0.3048,2.3317,0.02774,0.1152,0.07975
3,May,2020,16075.73,9.10E-05,95.14,0.1019,0.062,0.2037,1.42E+11,21578065679,1195785.93,0.003522,176195449.8,6445.13,47252.6,39217179.56,606018.42,513.63,4638822.54,0.004033,0.2046,543912.52,1.32E-05,2883723035,32842.53,232.39,8549706.3,116949.19,1722640795,0.0006315,0.0003584,7.5923,30179592.81,69231.53,188442.17,31908.37,14.01,0.00033,0.5387,4.58E-05,0.08256,409461735.8,29741549.63,0.5576,1063.97,4.8974,96703.1,3.7255,104379.91,0.04984,0.000468,119005441.5,4.62E-05,0.008805,899350.93,0.001427,368152242.3,0.0002406,1343881002,3560.01,30733410387,290070.64,0.2204,2.02E+11,40812.84,4090.23,309068369.9,971683501.4,14954.04,1782511509,769.47,0.0005072,34943712922,0.04835,30.98,10388.62,110.8,3897823549,110654312.1,454.25,0.0002583,0.00311,16629912.57,1417048.62,11142214974,468422.78,362.06,303.74,0.005197,3416946.16,927.21,1061445.05,1404605.63,13180825920,5978565.5,0.1213,232.41,0.3011,2.328,0.02766,0.1141,0.08022
4,May,2020,16135.23,9.01E-05,94.55,0.1016,0.0614,0.2033,1.44E+11,21713089681,1198248.01,0.003485,176265859,6369.65,47230.93,39673846.15,603451.72,513.36,4612667.73,0.00402,0.2028,546117.66,1.30E-05,2938952494,32707.51,230.53,8591565.35,116625.17,1748995952,0.0006338,0.0003563,7.6476,30570391.07,68767.77,186869.74,32051.89,14.04,0.0003273,0.5376,4.52E-05,0.08268,412647183.2,29470951.85,0.5552,1062.46,4.8576,95924.84,3.7423,102896.44,0.0486,0.0004677,119219603.6,4.62E-05,0.008925,907018.31,0.001419,369420750.8,0.0002402,1339153520,3558.26,31090036388,287300.23,0.2191,2.04E+11,41011.71,4110.4,309810306.3,979186733.1,15205.96,1787113084,780.68,0.0005055,35194791164,0.0478,30.73,10416.72,109.8,3901660032,111631494.3,456.23,0.0002564,0.003087,16738314.09,1418231.87,11123083167,468856.61,364.7,304.63,0.005167,3457244.62,926.72,1038354.43,1414877.37,13221272490,6009158.87,0.1223,230.28,0.2997,2.3307,0.02764,0.113,0.081
5,May,2020,16444.92,8.87E-05,93.93,0.09967,0.06048,0.2024,1.46E+11,21950089935,1203848.54,0.003445,174030756.1,6266.15,47532.71,40158058.68,607313.81,510.41,4622138.78,0.004036,0.1998,542622.23,1.26E-05,3008088856,32587.44,230.55,8570656.76,115476.52,1765506957,0.0006342,0.0003545,7.6295,30954430.43,68043.6,186663.61,32201.46,14.02,0.0003239,0.5306,4.42E-05,0.08156,413828602.9,29308624.29,0.5528,1053.75,4.8695,95309.1,3.754,100659.2,0.04879,0.0004737,121017762.4,4.55E-05,0.008901,896205.52,0.001409,371424306.8,0.000238,1319710748,3556.69,31231472243,291488.21,0.2164,2.08E+11,41074.93,4122.55,313020431.6,995677296.5,15379.91,1780665196,781.87,0.0005008,35030207157,0.04739,31.09,10463.58,110.29,3961385559,113043827.6,457.92,0.000259,0.003016,16898884.3,1410147.47,11069241230,467140.34,363.04,305.6,0.005144,3426186.43,918.99,1042241.95,1423172.71,13332659751,5978956.88,0.1245,230.53,0.2939,2.3332,0.02734,0.1133,0.08146
6,May,2020,16657.06,8.81E-05,94.01,0.09782,0.05883,0.1998,1.47E+11,22322502624,1196794.31,0.003423,173220647.1,6340.69,47754.82,40027939.05,605536.54,510.65,4633424.84,0.004036,0.2001,535021.82,1.25E-05,3058204054,32558.96,231.28,8470973.28,114892.59,1784336220,0.0006305,0.0003537,7.6147,30774773.96,67826.96,186302.13,32077.91,14.04,0.000321,0.5246,4.36E-05,0.082,413447070.8,29468176.56,0.5475,1043.05,4.8292,96455.95,3.8072,99186.62,0.04843,0.0004737,122013822.6,4.53E-05,0.008868,894551.06,0.001408,372185843.9,0.0002397,1308025283,3512.91,31445588400,289971.96,0.2122,2.12E+11,40648.35,4139.58,312363894.5,998962343.9,15481.49,1766877857,784.98,0.0004993,35032607178,0.04727,31.34,10648.75,110.55,4065861224,115108514,455.88,0.0002583,0.00299,17227619.19,1409592.46,10973708565,474665.08,364.19,304.63,0.005118,3418365.96,913.65,1037469.06,1433344.52,13538740068,5967310.07,0.1262,228.36,0.2877,2.2969,0.02741,0.1136,0.08188
7,May,2020,16879.91,8.67E-05,93.58,0.09724,0.05886,0.2002,1.48E+11,22317583284,1188724.51,0.00335,167583104.2,6278.28,48289.36,40450633.55,608004.69,514.22,4534135.33,0.003959,0.1951,523814.6,1.21E-05,3193288225,32338.05,230.13,8372933.86,114333.52,1795441479,0.0006303,0.00035,7.6518,30307231.31,66587.1,189765.73,32036.46,14.09,0.0003127,0.5213,4.28E-05,0.08139,420116646.8,29062686.94,0.5377,1021.97,4.7711,96456.25,3.8416,94711.56,0.0484,0.0004811,124059017.1,4.40E-05,0.008908,878135.06,0.001385,375876319.1,0.0002406,1285325900,3515.87,31731122968,289239.44,0.2056,2.19E+11,40904,4195.16,318665350,1014697306,15903.72,1753328924,789.64,0.0004958,34507136656,0.04623,32.18,10864.28,110.8,4146244020,116327861.1,465.34,0.0002599,0.00299,17605988.47,1395423.46,10931783189,480175.02,365.89,304.41,0.005071,3440038.93,906.1,1023368.73,1434327.85,13869896786,6089765.7,0.1293,227.32,0.2803,2.3407,0.02747,0.1129,0.08138
8,May,2020,16718.98,8.70E-05,93.79,0.0986,0.05954,0.1988,1.48E+11,22638211356,1182938.6,0.003379,175414136.4,6281.16,48064.85,40607580.61,613591.86,516.03,4616855.9,0.003959,0.197,534868.62,1.24E-05,3079251564,32813.08,231.04,8450102.41,115590.92,1775740619,0.0006217,0.000348,7.5249,31197392.22,67790.06,188211.66,31633.8,13.87,0.0003189,0.5254,4.32E-05,0.08126,420011647.4,29918414.9,0.5508,1033.81,4.7664,96324.37,3.8197,98052.7,0.04802,0.0004682,122344545.3,4.41E-05,0.008685,890702.38,0.001378,373639300.7,0.0002299,1312992102,3498.35,31411424023,288139.06,0.2118,2.16E+11,41275.78,4208.45,320996165.3,1011924733,15660.56,1782164871,781.35,0.0004914,35265064466,0.04659,31.48,10717.5,109.48,4066059151,116831285.5,460.46,0.000254,0.003021,17238149.24,1439024.48,11252729728,478554.9,362.72,302.5,0.005065,3498586.47,917.56,1035467.75,1449326.46,13885103159,6093370.05,0.125,227.27,0.2851,2.3066,0.02737,0.1131,0.08121
9,May,2020,16955.22,8.62E-05,93.55,0.09734,0.05854,0.1994,1.48E+11,22837994005,1179792.29,0.003291,174643964.6,6252.53,47850.26,40585569.7,623063.15,514.25,4574785.93,0.003874,0.1946,531028.17,1.20E-05,3182454004,32689.41,233.12,8480811.07,115290.25,1759259554,0.0006191,0.0003438,7.5984,31071834.56,67223.55,189281.24,31855.31,14.14,0.0003115,0.5202,4.29E-05,0.08064,425855612.2,29530427.06,0.542,1017.69,4.7149,96613.52,3.8198,96603.16,0.04774,0.0004656,123251740.6,4.37E-05,0.008766,890845.02,0.001361,379496915.4,0.0002337,1325200263,3390.7,31773051733,287034.95,0.207,2.19E+11,40948.08,4206.43,319455269.2,1030502748,16030.32,1799087890,786.13,0.0004933,34825956022,0.04602,32.1,10919.03,110.41,4146251710,117685526.1,462.78,0.0002551,0.00295,17467214.7,1426143.79,11215537577,473672.03,365.82,301.36,0.004994,3510887.53,922.57,1018444.93,1465639.34,14146736454,6096533.21,0.1273,227.33,0.2821,2.3015,0.02748,0.1117,0.082
10,May,2020,16656.87,8.71E-05,94.03,0.09812,0.0594,0.1985,1.47E+11,23128822934,1187465.33,0.00332,178663660.1,6413.1,47082.35,40896356.09,629889.74,518.78,4637518.43,0.003924,0.1978,537056.69,1.23E-05,3070449864,32979.63,231.93,8599559.42,116702.83,1771179278,0.0006156,0.0003446,7.5747,31969035.64,68113.77,187011.83,31935.4,13.9,0.000317,0.5253,4.28E-05,0.07976,424877258.3,30171677.73,0.5544,1020.84,4.6866,95623.57,3.794,101048.8,0.04717,0.0004522,122731890.8,4.39E-05,0.008688,909581.08,0.001371,383359214.4,0.0002261,1361636391,3428.85,31653055878,290764.74,0.2107,2.15E+11,41246.32,4173.35,315626111,1021205840,15449.82,1812772599,775.7,0.000488,35443923236,0.04622,31.25,10652.28,108.72,4118619273,117847590.4,456.99,0.0002493,0.002977,17341364.2,1465842.33,11493255249,478421.21,360.25,302.19,0.004982,3550950.11,956.12,1019368.35,1470607.6,14020518393,6082793.87,0.1243,226.43,0.2865,2.2546,0.02762,0.1126,0.08168
11,May,2020,16769.18,8.65E-05,94.2,0.09926,0.05901,0.1983,1.49E+11,23263095569,1194215.58,0.003312,178875610.5,6405.96,47008.08,40907402.16,632698.97,519.11,4668300.69,0.003892,0.1963,532624.24,1.22E-05,3047780620,33058.62,231.77,8694035.11,115379.68,1764698629,0.0006147,0.0003459,7.5052,32171576.37,68457.2,188080.2,32202.58,13.71,0.0003156,0.5295,4.28E-05,0.07982,423926637.7,30238717.33,0.5588,1026.36,4.6649,95108.73,3.764,102170.53,0.04671,0.0004483,122747229.9,4.39E-05,0.00861,908666.2,0.001353,379970236.8,0.000224,1377737553,3439.59,31779967294,288927.33,0.2129,2.14E+11,41759.82,4172.68,317380554.9,1037134163,15408.79,1841270507,778.9,0.0004834,35634322687,0.04619,30.96,10633.46,108.21,4081113015,119479959.9,457.2,0.0002467,0.002961,17442178.64,1477523.11,11599800274,485004.6,362.14,301.44,0.004964,3595086.25,957.85,1029732.16,1478875.82,14034219025,6028875.2,0.1227,230.01,0.2862,2.2358,0.02761,0.112,0.0822
12,May,2020,17173.64,8.51E-05,94.08,0.09768,0.0573,0.1961,1.51E+11,23287119929,1191501.93,0.003295,176779763.4,6335.36,47500.16,41547270.42,631890.48,525.02,4634777.07,0.00382,0.1915,528491.08,1.16E-05,3236987317,32708.08,232.48,8659036.36,114396.28,1801304018,0.0006112,0.0003421,7.4524,31760199.55,66778.61,188330.3,32623.94,13.9,0.000305,0.5155,4.16E-05,0.08055,428050885.4,29892790.84,0.5424,1004.66,4.6495,95900.63,3.7829,96155.15,0.04646,0.0004524,123793347.7,4.39E-05,0.00868,901010.44,0.00134,381620951.9,0.000228,1366924398,3390.15,32444882177,286108.75,0.2083,2.23E+11,41433.96,4218.75,322879302.2,1059729566,16064.24,1836353408,781.37,0.0004758,35200017118,0.04593,31.53,10905.51,110.07,4178286753,121039267.6,461.65,0.0002504,0.002883,17775931.43,1431783.99,11396901136,491775.29,366.87,293.67,0.004903,3605329.66,933.57,1018109.37,1506273.07,14360487051,6044576.98,0.1265,230.91,0.2752,2.2471,0.02747,0.1122,0.08302
13,May,2020,17470.93,8.43E-05,93.87,0.09706,0.05677,0.1952,1.52E+11,23289193606,1186358.19,0.00328,177817506.7,6284.78,47958.82,42113899.71,634883.5,522.82,4642249.9,0.003798,0.1895,531085.09,1.15E-05,3317179359,32203.88,232.95,8682399.45,113746.17,1811452217,0.0006058,0.0003412,7.5159,31869481.11,65994.69,188569.94,32841.54,14.02,0.0003014,0.5091,4.08E-05,0.08025,427290620.9,29631186.55,0.5343,999.49,4.6129,95804.34,3.7801,94807.1,0.04573,0.0004536,123367556.2,4.36E-05,0.008578,902317.83,0.001322,386526880,0.0002313,1376711704,3386.01,33182668083,281776.69,0.2039,2.29E+11,41248.26,4206.57,324150436.1,1082381834,16357.77,1840710366,783.78,0.000478,35153477934,0.04551,32.18,10984.51,110.32,4224012263,123139259.8,460.86,0.0002477,0.002848,17733068.3,1400708.78,11405967506,491246.8,371.52,290.81,0.004875,3606088.48,926.26,1014940.04,1521260.35,14466874077,6068057.52,0.1266,230.2,0.2735,2.2439,0.02729,0.1111,0.08295
14,May,2020,17296.15,8.30E-05,92.62,0.09628,0.05713,0.1945,1.53E+11,23519416156,1189520.4,0.003274,179196640.3,6268.86,48052.41,42627836.53,645528.62,518.23,4712665.08,0.00382,0.1898,529489.1,1.16E-05,3333115205,32412.84,231.76,8661468.37,114213.45,1830579331,0.0006,0.000338,7.4193,32102532.39,66210.18,189515.13,32645.48,13.88,0.0003009,0.5124,4.05E-05,0.07954,430744325.3,30053004.92,0.5274,1007.32,4.6021,95677.27,3.8088,95898.04,0.04506,0.0004505,125490616.3,4.37E-05,0.008604,910632.4,0.001328,387887078.9,0.000228,1391614320,3397.33,33485586317,286595.09,0.2027,2.31E+11,41045.34,4216.35,325646740.3,1082023693,16270.8,1850258609,781.29,0.0004775,35655155814,0.04526,32.17,11071.52,110.05,4238055902,123005109.9,457.78,0.0002441,0.002845,17742155.8,1405827.4,11514503969,485127.58,367.18,291.09,0.004868,3680224.61,929.3,1011179.04,1536606.28,14652482977,6091705.36,0.1251,230.45,0.2711,2.2478,0.02679,0.1106,0.08302
15,May,2020,17420.42,8.32E-05,92.54,0.09713,0.05703,0.1932,1.55E+11,23821815458,1196207.5,0.003294,180715903.7,6306.19,48098.06,42647625.41,647815.79,521.57,4711600.54,0.003758,0.1899,528259.13,1.17E-05,3359832165,32637.09,231.07,8744637.87,114496.24,1837264795,0.0005925,0.0003386,7.3287,32642970.64,66646.89,188729.35,32823.96,13.85,0.0003003,0.5091,4.01E-05,0.07965,426568376.4,30664217.21,0.5215,1022.31,4.6164,96791.68,3.756,98043.1,0.04508,0.0004439,125599063.1,4.35E-05,0.008575,917551.78,0.001322,386640165.7,0.0002269,1416101564,3391.45,33808880297,289929.48,0.2033,2.32E+11,40954.67,4236.13,328393756.1,1077743730,16213.32,1846025936,776.45,0.0004726,35640401439,0.04532,31.74,11029.89,110.11,4247830310,121623288.6,454.41,0.000243,0.002845,17782253.89,1414937.19,11701505017,480781.28,363.37,289.32,0.004942,3712443.01,925.46,999964.81,1543590.51,14637147724,6126764.01,0.1242,229.01,0.2743,2.2321,0.02657,0.1098,0.08286
16,May,2020,17282.21,8.30E-05,92.16,0.09673,0.05703,0.1926,1.57E+11,23967532620,1199009.18,0.003276,179180399.1,6317.8,48190.71,42782021.38,650130.56,522.92,4745894.58,0.003733,0.1891,525168.78,1.16E-05,3341272709,32815.16,230.17,8693374.89,115350.41,1842413444,0.000586,0.0003367,7.306,33062130.42,66563.38,189416.71,32777.23,13.63,0.0002989,0.5097,3.97E-05,0.07971,429595367.7,30697171.81,0.523,1029.83,4.6331,96613.11,3.7568,98826.86,0.0446,0.0004421,127489519.1,4.36E-05,0.008595,925282.46,0.00131,388235404.2,0.0002273,1421678840,3424.67,33967284936,289991.71,0.2043,2.34E+11,40833.32,4202.74,333073244.6,1077910334,16452.39,1853217770,771.9,0.0004688,35927430528,0.0449,31.54,11061.69,111.14,4233010708,121712060.4,454.03,0.000241,0.002823,17801939.79,1427232.52,11828178532,478555.06,359.9,289.4,0.004845,3760455.63,928.31,999265.46,1558065.01,14744822973,6165952.75,0.1232,226.97,0.2748,2.2355,0.02644,0.1097,0.08212
17,May,2020,17406.04,8.17E-05,92.09,0.09654,0.05691,0.1928,1.60E+11,24107870029,1203727.49,0.003249,177615915.1,6258.95,48171.69,43088214.81,651171.73,522.89,4705542.83,0.003678,0.1869,522675.59,1.14E-05,3405146246,32882.69,230.06,8715376.19,115832.26,1843278418,0.000591,0.0003363,7.2513,32996849.73,65811.19,190340.32,33006.24,13.74,0.0002904,0.5097,3.92E-05,0.07883,432637475.6,30841235.85,0.5209,1027.06,4.6024,97617.31,3.7352,97381.19,0.04452,0.0004431,129158901.8,4.33E-05,0.008614,916304.26,0.001302,392443411.8,0.0002256,1419536567,3393.15,33950560885,287808.25,0.2006,2.30E+11,40883.7,4226.13,337547261.3,1098556306,16682.67,1860254612,770.72,0.0004698,35827621246,0.045,31.88,11174.97,111.61,4307409213,121944470.3,459.32,0.0002409,0.002781,18063460.54,1423699.71,11773768502,474806.68,361.99,288.43,0.004832,3782289.19,918.77,1003005.48,1549887.51,14931058864,6190389.87,0.1239,227.2,0.2721,2.2338,0.02624,0.1084,0.08149
18,May,2020,17186.6,8.10E-05,91.41,0.09765,0.05724,0.1899,1.59E+11,24448417748,1221625.61,0.003272,178717751.4,6323.36,47960.5,43566167.59,657563.6,521.39,4730029.47,0.003686,0.1875,524843.89,1.15E-05,3361419948,33274.93,231,8823876.21,115865.43,1836342909,0.0005862,0.0003368,7.1343,33490529.07,67271.4,188863.01,33090.72,13.66,0.0002922,0.5129,3.91E-05,0.07825,435671424.8,31317451.31,0.5264,1036.56,4.6305,97214.16,3.7064,100960.56,0.04391,0.0004347,129062736.8,4.31E-05,0.008479,925578.55,0.001322,388514511.9,0.0002193,1443245107,3383.21,34038366807,289462.37,0.2004,2.30E+11,40550.19,4261.32,335997547.9,1098741365,16453.95,1884520362,762.37,0.0004657,36365482105,0.04548,31.35,11095.07,109.98,4294927567,122060292.6,460.04,0.0002406,0.002782,18026068.43,1446103.79,12107379334,476573.68,355.26,289.92,0.004833,3820519.12,933.27,1003109.95,1568402.87,14904506677,6203241.13,0.1206,228.83,0.2727,2.2222,0.02604,0.1091,0.08203
